quantile,intercept,group_indinavir,age,cd4_cell_count,race_hispanic,race_black
0.2,168.3031161473088,6.889518413597734,1.4929178470254956,-0.37960339943342775,-15.705382436260606,-47.05665722379605
0.23157894736842108,176.38483113240622,9.800397335514784,1.3966343344630126,-0.3335281056445016,-9.208016828327658,-43.91784503914923
0.26315789473684215,189.20238095238096,15.751133786848072,1.3951247165532878,-0.3469387755102041,-18.839002267573704,-48.59977324263039
0.2947368421052632,192.8589550836309,14.664160872016542,1.4099793271941365,-0.29806427363277577,-11.10280022552152,-40.943243751174606
0.3263157894736842,209.78636363636363,13.366818181818184,1.1704545454545454,-0.28363636363636363,-12.498636363636365,-40.89136363636362
0.3578947368421053,214.63319011815256,12.018029768298298,1.1479208224643238,-0.2594752186588921,-12.246662574804361,-34.94100046033455
0.38947368421052636,224.33704735376043,11.544265471720962,1.0081143272374953,-0.22841225626740946,-10.413951798474017,-32.256872956279494
0.42105263157894746,227.09166854820498,10.839166102205159,0.9794536012643944,-0.17174682020019566,-1.9687664634605255,-29.77835478287045
0.4526315789473685,232.93502320599785,9.643341663691558,0.9732238486254909,-0.1585148161370939,-5.609782220635452,-27.596215637272394
0.48421052631578954,236.34664360949535,9.835088822512176,0.9622700833202326,-0.14494576324477282,-3.130325420531335,-24.504008803647224
0.5157894736842106,241.8464829710765,7.3612870100975485,0.9137429402704091,-0.11227109361629299,-2.96679787780252,-22.650008557247986
0.5473684210526317,251.30304347826086,6.638260869565219,0.7604347826086957,-0.07739130434782608,-5.245217391304326,-22.108260869565218
0.5789473684210527,252.37960042060988,5.453207150368034,0.832807570977918,-0.049421661409043124,-2.4626708727654716,-23.1577287066246
0.6105263157894738,261.8554421768707,5.797619047619094,0.75,-0.05442176870748299,-2.246598639455783,-26.780612244897924
0.6421052631578948,266.2519900497512,1.879353233830841,0.7970149253731343,-0.05124378109452736,-2.4646766169153693,-22.171393034825826
0.6736842105263159,272.2764456981664,3.114950634696811,0.757052186177715,-0.07016925246826516,-0.6997531734837708,-21.19023272214386
0.705263157894737,277.0752316918045,1.6212974741050323,0.7496517051305349,-0.06505542431401054,4.144648373614389,-19.849173178266483
0.736842105263158,273.66199649737297,1.957013214456297,0.9635408374462666,-0.07068938067186754,6.434007323674621,-20.854640980735496
0.7684210526315791,282.7986324786325,0.47555555555555507,0.865982905982906,-0.06769230769230769,5.773675213675176,-16.33299145299145
0.8,292.3239409249903,1.5660707345511073,0.673921492421298,-0.05790905557714729,5.991449669646272,-12.167120093276367
